Rk,G,Date,TEAM,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
44,44,43119,TOR,,SAS,W,112.2031258,105.9790793,41.71041369,93.87325742,0.442535561,10.59225543,30.4617473,0.340739422,18.19004295,22.52352024,0.791250433,12.30866283,47.49643774,22.18933907,5.519905594,6.330196325,11.44066648,23.2369907
44,44,43111,BOS,@,PHI,W,98.56907549,92.86125171,38.42203518,87.57636765,0.441715946,9.744903027,31.2207828,0.311248792,11.9801021,17.5948234,0.687782551,10.67196209,48.88423035,20.81316828,7.493007825,6.643071591,13.10038203,20.78538091
44,44,43124,PHI,,CHI,W,105.262497,103.7359313,37.90319091,78.5441805,0.482653493,9.529643614,25.90155173,0.363895301,19.92647157,24.90236457,0.790603364,9.791381135,43.73384353,22.80853889,5.796458485,4.946687288,12.79928544,21.2167571
44,44,43115,NYK,@,BRK,W,108.3216046,112.6810469,42.68596179,87.21924997,0.489663736,8.580545798,20.8488761,0.410045315,14.36913524,18.36138476,0.769993626,9.527601752,45.5548128,22.00582936,7.288300781,6.889488264,17.6040527,22.31001523
44,44,43115,BRK,,NYK,L,99.2302526,106.2464929,35.29872652,88.57255722,0.399286543,11.04735703,34.64555482,0.319621349,17.58544253,21.61867821,0.829052105,9.650327592,46.66963838,21.26901187,6.772563253,3.971375921,15.78057898,19.66180317
44,44,43117,MIA,@,MIL,W,103.0231708,98.54676414,39.42039996,84.97066765,0.466777569,9.901607536,29.62422342,0.327031282,14.28076336,18.61350925,0.770006098,8.949325957,45.48487511,23.83233252,5.676765267,7.529832598,12.54424959,19.32110274
44,44,43115,WAS,,MIL,L,110.6116037,109.0231021,42.15547486,84.90804556,0.495169284,8.599373314,22.82412012,0.368525532,17.70128072,24.50868154,0.716861627,8.979138635,42.81776301,25.36813689,7.906522017,4.773758009,14.960603,20.74502301
44,44,43120,CHO,,MIA,L,109.1809338,103.2140385,39.60808184,85.619494,0.461495588,10.51387239,26.93006988,0.392455219,19.45089772,28.31150346,0.691490481,8.754842505,47.46636212,19.46474381,7.207464511,4.44670312,12.29747821,17.00708009
44,44,43116,ORL,,MIN,W,107.8607138,117.5408542,39.71267996,88.3835167,0.450372263,9.897896646,31.03635886,0.318100861,18.53745721,23.15603061,0.802817112,10.82762979,42.59369054,25.07892125,5.256425299,3.408682218,13.31588613,22.15799579
44,44,43117,ATL,,NOP,W,106.5408852,109.6980632,38.5840221,87.18024026,0.44469433,10.73112338,30.31032512,0.359906896,18.6417176,22.61344351,0.843553216,10.9933975,45.83141809,21.63474806,6.858185973,4.374035118,15.61212985,22.07337416
44,44,43116,POR,,PHO,W,111.5832329,113.4743416,43.2051756,87.19693758,0.497543638,10.15930545,27.96024912,0.37289043,15.01357621,19.63107407,0.764121442,8.905523559,39.8967027,21.09555457,8.364701579,4.505702408,12.74056573,23.44466103
44,44,43115,OKC,,SAC,W,106.73815,108.9905493,41.02678936,88.30932342,0.462477904,10.39766871,28.92211519,0.351010487,14.28690263,20.31473694,0.704214877,11.10425743,44.14293344,20.40835068,6.95026987,5.403376323,12.86537286,19.88773276
44,44,43117,MIN,@,SAC,W,96.86311032,102.9006415,36.64797847,83.46555025,0.437301016,10.61474294,33.01463125,0.321135608,12.95241044,15.85225565,0.767673123,8.566158379,43.65500123,19.59958345,8.957720926,5.153451618,13.40243741,18.33516895
44,44,43112,UTA,,NYK,W,105.8153743,95.19965848,39.64555094,84.93079136,0.46284706,6.704949418,20.45742653,0.310927924,19.81932304,24.94597331,0.796970559,10.68369611,44.07215103,20.65590526,8.66024306,4.300320511,9.847002355,17.35944808
44,44,43116,DEN,,DAL,W,97.23328129,105.3104911,36.14925456,84.1481072,0.42799367,9.308402629,28.51229547,0.333846841,15.62636954,20.99986796,0.737562793,11.08532265,42.44029635,22.66593031,7.976134386,4.340585427,15.20340713,16.646863
44,44,43118,CLE,,ORL,W,105.7649779,119.4763966,38.97228903,88.80062902,0.437882202,9.799515343,32.26907623,0.29805883,18.02088446,23.67385958,0.761768567,10.20239967,41.45175403,22.35648958,6.831818518,4.105781588,12.94949822,18.54845007
44,44,43115,IND,@,UTA,W,110.0986731,99.35537956,43.85659762,84.78858702,0.517559378,8.353772019,22.61456536,0.345835111,14.03170581,18.94182193,0.758048448,8.916168949,43.23972399,20.95367198,7.657374679,3.493087181,12.89162829,20.82782773
44,44,43117,MIL,,MIA,L,97.69563342,103.4551795,35.99266472,80.0728324,0.449195464,6.798562115,23.71625409,0.296313237,18.91174186,24.17999455,0.795348865,9.036494671,39.4465617,18.12622824,8.949439354,5.239604216,14.82600541,22.67779027
44,44,43119,DET,,WAS,L,105.6498041,102.8400336,41.62235342,89.42262459,0.465598314,10.95719141,26.47140821,0.41538659,11.44790585,15.67613115,0.71630342,9.642385318,43.04245241,24.37266861,8.999926884,5.169761714,13.12987123,16.93111207
44,44,43115,CHI,,MIA,W,110.2954544,118.9691208,40.28737605,86.31297635,0.467560775,13.27683135,31.15997855,0.427342524,16.44387099,20.26099191,0.801441065,7.503302501,40.62237181,23.05967016,7.414096825,5.051106673,14.86941826,16.80876735
44,44,43113,GSW,@,TOR,W,118.1086564,112.0955798,43.82460184,85.62229507,0.513778168,11.02635358,28.53316984,0.383654401,19.43309918,24.36490083,0.793726124,8.64977079,43.86355153,31.27662888,8.34015116,7.209126258,14.27934764,18.84959773
44,44,43117,LAC,,DEN,W,117.8927511,108.4643965,43.04667282,85.74305318,0.503734855,10.50452846,24.91542604,0.423218002,21.29487701,28.1495234,0.760870319,8.910273704,42.71575781,24.7174941,9.108474172,6.157365335,15.92168831,20.78086297
44,44,43117,LAL,@,OKC,L,107.6761343,100.7577588,40.32376915,88.01576681,0.460339823,12.0372713,34.09546122,0.350645424,14.9913247,20.71168109,0.703374664,10.08729707,50.60588211,26.51506581,10.74906049,4.170551839,17.26082698,23.23953409
44,44,43117,SAC,,UTA,L,99.91203137,109.8480542,38.16036554,85.22883994,0.448492627,7.545241834,23.09557277,0.333614908,16.04605845,23.02518031,0.697721112,9.15478551,41.47661885,20.86812853,10.95149975,2.598271302,15.33240534,21.53674784
44,44,43114,PHO,,IND,L,103.4858253,111.0084315,37.81795633,84.35986666,0.449848943,11.29121848,31.23282974,0.353781222,16.55869412,22.40156004,0.740023993,10.52817946,41.66759691,24.10224746,8.376082452,3.261496132,16.24819538,20.83603147
44,44,43120,HOU,,GSW,W,112.7742064,105.8680588,40.45260064,92.41214852,0.438029814,15.35846491,44.93644433,0.341659955,16.51054024,20.56487351,0.811251703,13.10182711,46.80977954,23.51805218,8.380154714,4.721037506,12.42199405,19.06002185
44,44,43117,NOP,@,ATL,L,113.0022669,111.4128634,42.18504629,85.67305717,0.493610639,8.026234682,27.12000889,0.29856752,20.60593962,27.20069389,0.768017888,9.913577644,43.92147054,24.39949486,8.861882859,6.903515338,15.96517578,18.52179927
44,44,43113,SAS,,DEN,W,102.0941284,100.740082,38.77468638,84.43500502,0.458250334,9.796211681,25.1789738,0.391702991,14.74854396,20.21095547,0.71233422,9.248972385,42.66483882,20.94201653,8.22119175,4.809398689,14.11808694,16.93948768
44,44,43113,DAL,,LAL,L,114.4703005,112.8030723,42.28487492,88.28289669,0.479822282,12.82697479,32.32304393,0.383720759,17.07357585,21.63402869,0.781477344,6.486815563,38.11150759,26.9815201,7.25333094,3.130755865,8.947905695,20.73371193
44,44,43119,MEM,,SAC,W,102.3129968,101.6006031,36.90127399,84.03884683,0.439096435,8.39213927,24.60692138,0.33942629,20.11830951,25.43433952,0.787206226,10.51309978,44.35547394,20.72432529,7.697747383,5.920893138,13.70401465,25.26894802
45,45,43120,TOR,@,MIN,L,110.8009377,104.1737238,41.07312411,92.42197723,0.442020668,10.87767663,30.97852419,0.344561827,17.77701288,22.43705607,0.76727513,12.79259885,49.24893132,22.47680172,5.575971678,4.559058897,12.81219994,23.49109721
45,45,43116,BOS,,NOP,L,99.85072265,92.95837551,39.24661055,89.55291029,0.441214784,9.923470908,31.48623484,0.313594637,11.43403063,16.89844702,0.679674765,11.18158863,49.38526911,21.36395048,7.987902348,6.052921477,12.89011461,20.09561427
45,45,43126,PHI,@,SAS,W,103.6787491,103.9207794,37.97095727,79.28325415,0.479116048,8.038893084,24.29046552,0.33414859,19.69794147,24.41070937,0.793261009,9.797414341,41.82015306,22.10256167,6.358937546,4.564006186,11.53978563,21.34502713
45,45,43117,NYK,@,MEM,L,111.4564814,112.6243141,43.46578854,87.90577499,0.494939121,9.43416374,21.93466283,0.437453594,15.09074057,20.20841543,0.744378088,9.578280526,47.40644384,24.24174881,6.666490234,7.386846479,16.62121581,22.23300457
45,45,43117,BRK,,SAS,L,102.5690758,111.8139479,35.78961796,89.15176717,0.400765963,11.71420711,35.45366645,0.332906405,19.27563276,23.98560346,0.817675631,9.895098278,45.50089151,22.34070356,7.351768976,2.731412776,14.95417369,20.87854095
45,45,43119,MIA,@,BRK,L,103.4269512,98.72402924,39.12611999,84.2912003,0.466653271,9.970482261,28.62726703,0.342269385,15.20422901,19.86405277,0.769581829,8.704797787,46.68546253,25.20969976,5.20302958,7.718949779,13.56327488,21.05633082
45,45,43117,WAS,@,CHO,L,109.6234811,110.1269306,42.04664246,84.27241367,0.496310785,7.899811994,21.68723604,0.35583766,17.63038421,24.01260446,0.727318488,8.853741591,41.6853289,25.25044107,8.391956605,4.792127403,16.5281809,20.5035069
45,45,43122,CHO,,SAC,W,109.1942801,102.5042115,39.46242455,86.3058482,0.455688676,10.15416172,26.83902096,0.379956566,20.11526932,27.67345104,0.730487144,9.206452752,47.41990864,20.25942314,7.622239353,4.974010936,11.66924346,15.60212403
45,45,43118,ORL,@,CLE,L,110.1982141,116.7422563,40.61380399,87.69505501,0.463551679,10.80936899,31.01090766,0.347710258,18.16123716,22.62680918,0.808405134,11.36828894,42.45810716,26.84367638,4.93692759,4.242604665,13.93476584,21.76739874
45,45,43120,ATL,,CHI,L,104.4822656,103.889419,38.45520663,86.49407208,0.447008299,10.49933702,31.07309754,0.348352069,17.07251528,20.78403305,0.839805965,11.13801925,47.20942543,23.43042442,6.817455792,4.112210535,14.90363895,23.28201225
45,45,43118,POR,,IND,W,112.2949699,114.8223025,42.78155268,87.05908128,0.493383091,11.30779163,29.52807474,0.390887129,15.42407286,19.74932222,0.794416433,8.971657068,40.24901081,20.88866637,8.249410474,4.571710722,12.78216972,22.57339831
45,45,43117,OKC,,LAL,W,100.621445,104.6571648,38.06803681,87.11279703,0.436383371,9.279300613,28.13663456,0.324123146,15.20607079,22.89442108,0.671164463,12.57127723,46.42288003,19.1425052,7.685080961,5.541012897,13.65961186,19.54631983
45,45,43119,MIN,,NYK,L,100.5989331,103.6701925,37.59439354,82.85966508,0.452350305,10.74442288,32.58438938,0.330980682,14.66572313,17.7756767,0.804861937,8.449847514,40.39650037,19.03987503,9.967316278,5.326035485,12.42073122,18.52055068
45,45,43114,UTA,,POR,W,108.6046123,96.31989754,41.57366528,87.21923741,0.472194118,8.031484825,22.79722796,0.351858377,17.42579691,22.74379199,0.763951168,12.16510883,45.98164531,23.83677158,8.898072918,4.230096153,10.23410071,17.24783442
45,45,43117,DEN,@,LAC,L,96.78998439,105.2331473,36.18477637,85.30443216,0.421698101,8.252520789,27.03368864,0.315754052,16.16791086,21.83996039,0.739128838,12.4255968,42.69208891,22.61977909,9.112840316,3.962175628,14.36102214,17.7340589
45,45,43120,CLE,,OKC,L,102.4294934,116.762919,38.15168671,87.82018871,0.433904661,8.959854603,32.08072287,0.274637649,17.16626534,23.06215787,0.74219057,10.3407199,41.41552621,22.24694688,6.529545555,4.311734476,13.40484947,18.02453502
45,45,43118,IND,@,POR,L,108.7696019,99.24661387,43.25697928,83.67657611,0.517447813,8.526131606,22.18436961,0.364990533,13.72951174,18.28254658,0.773554534,8.554850685,42.9319172,20.98610159,7.477212404,3.147926154,12.82748849,20.80834832
45,45,43120,MIL,@,PHI,L,97.62869003,102.2965539,35.57779942,80.44184972,0.441638639,7.359568635,23.77487623,0.318493971,19.11352256,24.75399836,0.787824659,9.290948401,40.11396851,18.59786847,8.424831806,5.211881265,13.82780162,22.76333708
45,45,43121,DET,,BRK,L,105.7549412,104.0720101,41.60670602,88.28678738,0.471479494,11.26715742,27.12142246,0.418195977,11.27437176,15.62283935,0.703911026,9.192715595,42.87273572,24.95180058,9.699978065,5.190928514,13.59896137,17.81933362
45,45,43117,CHI,,GSW,L,108.8286363,116.3307362,39.94621281,87.3538929,0.456528233,13.78304941,32.86799356,0.419262757,15.1531613,18.53829757,0.80239232,7.15099075,40.74671154,23.15790105,7.264229048,5.155332002,13.70082548,16.9426302
45,45,43115,GSW,@,CLE,W,117.4725969,112.4486739,43.38738055,84.20668852,0.51785345,10.02790607,26.89995095,0.37017632,20.66992975,25.50947025,0.806657837,8.334931237,41.57906546,29.82298866,8.102045348,6.642737877,13.38380429,18.81487932
45,45,43120,LAC,@,UTA,L,118.5278253,107.019319,43.57400185,85.36291596,0.512180457,10.99135854,27.21462781,0.4065454,20.3884631,27.34485702,0.750181096,8.973082111,42.63472734,26.03524823,9.032542251,5.767209601,16.53650649,19.25425889
45,45,43119,LAL,,IND,W,102.7228403,100.9273276,38.97713074,87.44473004,0.447921947,11.31118139,32.62863837,0.346133627,13.45739741,18.53350433,0.736152399,10.02618912,48.08176463,25.59451974,10.36471815,3.631165552,16.79824809,22.23186023
45,45,43119,SAC,@,MEM,L,99.83360941,111.4944162,37.48810966,83.38865198,0.451787788,8.14357255,23.02867183,0.365244472,16.71381754,23.98755409,0.696376334,8.906435653,40.02298566,20.96043856,11.40544992,2.879481391,15.6597216,22.84102435
45,45,43116,PHO,@,POR,L,101.8857476,112.9625294,37.2453869,85.22796,0.437914683,11.78736554,33.72984892,0.345114366,15.60760823,21.00046801,0.744907198,10.57845384,41.48027907,23.89067424,7.552824736,2.79844884,15.09445861,19.55080944
45,45,43122,HOU,,MIA,W,113.2122619,105.4004176,40.83578019,92.54364456,0.441788944,14.54753947,42.1809333,0.346657986,16.99316207,21.42946205,0.804635511,13.31054813,46.24293386,22.03541565,9.794046414,4.356311252,12.12659821,19.43800656
45,45,43120,NOP,,MEM,W,111.3206801,109.443859,41.21551389,86.46191715,0.477503192,8.567870404,27.73600267,0.312450256,20.32178189,27.06020817,0.760025366,10.25407329,44.95644116,24.11984846,8.958564858,6.551054601,15.42955274,18.57653978
45,45,43115,SAS,@,ATL,L,102.4482385,96.4420246,39.21240591,83.15050151,0.4708151,10.6388635,25.19369214,0.423690897,13.38456319,18.66328664,0.707060266,8.094691716,42.33945165,22.24260496,8.766357525,4.662819607,14.59542608,15.7218463
45,45,43116,DAL,@,DEN,L,111.3410901,110.0009217,40.68546248,88.08486901,0.463006685,11.54809244,32.23691318,0.354096228,18.42207275,23.15020861,0.790943203,5.866044669,38.03345228,25.59445603,7.215999282,3.03922676,8.284371708,20.92011358
45,45,43120,MEM,@,NOP,L,103.073899,99.08018093,37.5303822,84.85165405,0.44196893,8.397641781,25.16207641,0.334367887,19.61549285,24.43030186,0.796161868,11.13392994,45.08664218,21.47729759,8.469324215,5.416267941,13.21120439,23.82068441
46,46,43124,TOR,@,ATL,W,107.0202813,105.8721171,38.92193723,88.76659317,0.4376662,10.12330299,29.87355726,0.336608548,19.05310387,23.53111682,0.789902539,11.53777965,45.8546794,21.44304052,6.152791503,4.027717669,13.78365998,24.26732916
46,46,43118,BOS,,PHI,L,100.9352168,94.52751265,39.63398317,93.22587309,0.427344435,10.67704127,33.94587045,0.308138391,10.99020919,15.42953411,0.71014243,11.89447659,49.95558073,22.36918515,8.136370704,5.175876443,12.96703438,20.16868428
46,46,43128,PHI,@,OKC,L,102.5036247,107.0562338,37.29128718,80.62497624,0.463774814,7.731667925,25.34713966,0.308984577,20.18938244,25.10321281,0.794058303,10.2192243,41.10604592,21.6107685,6.947681264,4.169201856,12.42193569,21.52350814
46,46,43119,NYK,@,UTA,W,112.2569444,113.8672942,43.27973656,87.9717325,0.492181736,9.830249122,23.80039885,0.429436078,15.86722217,21.18252463,0.744673426,9.873484158,46.00193315,24.91252464,6.61994707,8.376053944,16.04636474,21.08990137
46,46,43119,BRK,,MIA,W,101.0507227,111.5241844,35.37688539,86.94553015,0.405689789,12.05426213,36.11609993,0.336471921,18.24268983,23.29568104,0.792702689,9.268529483,44.03026745,22.80221107,6.825530693,2.219423833,14.42625211,21.38356229
46,46,43120,MIA,@,CHO,W,104.2480854,100.4572088,38.477836,82.26736009,0.468715981,10.41114468,28.32818011,0.365880815,16.8812687,22.33921583,0.758254549,7.511439336,44.10563876,26.18290993,5.760908874,6.795684934,13.58898246,21.99689925
46,46,43119,WAS,@,DET,W,110.1670443,113.6780792,42.43399274,84.6417241,0.498613236,8.389943598,21.62617081,0.377791298,16.90911526,23.02378134,0.726535546,9.236122477,42.18559867,26.05513232,8.117586981,4.937638221,17.27845427,20.57105207
46,46,43124,CHO,,NOP,L,111.018284,104.9512635,40.25872737,87.63175446,0.458426603,11.02624852,28.63170629,0.38558697,19.47458079,26.22203531,0.747086143,9.761935825,47.68597259,21.19782694,7.186671806,6.252203281,11.90077304,14.48063721
46,46,43121,ORL,@,BOS,W,107.5394642,112.7226769,39.7641412,86.0885165,0.462745504,9.822810698,28.9032723,0.335453077,18.18837115,22.32804275,0.82128154,10.83048668,41.85743215,26.81310291,5.821078277,5.0527814,13.42042975,20.81021962
46,46,43122,ATL,,UTA,W,102.4646797,102.8468257,37.99656199,85.72822162,0.44546249,10.5698011,32.84192926,0.339145621,15.90175458,19.39520992,0.834761789,9.781405775,46.08282763,24.94912732,6.245236738,3.473663161,14.55109169,22.94460367
46,46,43120,POR,,DAL,W,110.128491,112.4266907,41.8144658,88.83772438,0.472954927,11.65233749,31.25842242,0.379206139,14.84722186,18.38479667,0.83038493,9.83149712,42.45470324,20.54659991,7.654823142,5.291513217,12.23465092,21.05201949
46,46,43120,OKC,@,CLE,W,100.7464335,99.99714943,38.02041104,88.01383911,0.431215011,9.503790184,29.02099037,0.322636944,15.20182124,22.40832632,0.697929339,14.83138317,48.78686401,18.62275156,8.325524288,5.442303869,14.59788356,19.02389595
46,46,43120,MIN,,LAC,W,103.5396799,105.8610577,38.57831806,83.93789952,0.458405091,10.92332686,32.31531681,0.339814205,15.45971694,19.75270301,0.783398581,9.394954254,40.53895011,19.43196251,9.990194883,5.517810646,12.96621937,18.85616521
46,46,43116,UTA,@,ORL,L,114.4813837,98.33596926,44.25209958,88.46577122,0.498798235,8.429445448,22.93916839,0.373097513,17.54773907,22.7831376,0.76356535,12.32953265,45.85449359,25.63103147,9.809421875,3.929028846,10.21023021,17.49435033
46,46,43119,DEN,,PHO,L,95.25699532,103.1099442,35.49543291,85.93132965,0.41112943,7.515756237,27.43010659,0.279386216,16.75037326,22.37198812,0.751218651,13.80767904,44.86762667,21.62593373,10.15385209,4.408652688,15.22830664,19.32021767
46,46,43123,CLE,@,SAS,L,104.928848,118.8888757,39.16550601,88.22605661,0.443491398,8.287956381,31.88421686,0.257531295,18.3098796,24.41864736,0.745417171,9.682215971,40.14465786,23.05408406,7.418863667,4.373520343,13.82145484,18.28736051
46,46,43119,IND,@,LAL,L,105.1508806,99.77398416,41.95709379,85.02297283,0.494874344,8.577839482,22.61531088,0.36387716,12.65885352,17.10476397,0.75552636,8.726455205,43.67957516,19.17583048,6.723163721,2.904377846,11.68824655,19.8225045
46,46,43122,MIL,,PHO,W,95.36860701,103.7689662,33.77333983,80.55255492,0.418791592,8.36787059,25.61246287,0.339428191,19.45405677,24.50619951,0.810487398,8.94728452,38.63419055,18.73936054,9.107449542,4.363564379,13.94834049,22.64900112
46,46,43124,DET,,UTA,L,103.8264824,107.381603,40.20201181,87.52603621,0.460083848,11.22014723,28.43642674,0.395798793,12.20231153,16.3068518,0.730293308,8.497814679,41.28182072,24.70554017,8.92999342,5.197278554,12.75968841,18.78580009
46,46,43120,CHI,@,ATL,W,112.0285909,114.6992209,41.94386384,91.30616787,0.46021847,13.93491482,34.36039807,0.408858827,14.20594839,17.04148927,0.819897696,7.745297225,42.88401346,24.44737031,8.059268714,4.626599601,12.65024764,17.54278906
46,46,43117,GSW,@,CHI,W,116.8617791,112.9746022,43.53621417,82.52200656,0.528456035,9.588371822,25.42998529,0.372012896,20.20097893,24.87284107,0.808997351,8.100479371,40.05371964,29.6668966,7.330613604,5.912821363,13.11514129,18.5244638
46,46,43122,LAC,,MIN,L,117.0383476,109.2457957,42.33220055,83.56887479,0.507714137,11.13740756,29.58438834,0.38026362,21.23653893,28.50345711,0.747394329,8.431924633,40.9304182,25.59057447,10.12976268,5.51016288,16.72095195,19.49627767
46,46,43121,LAL,,NYK,W,101.2368521,100.9781983,39.55313922,87.69341901,0.453856584,10.67335442,31.20859151,0.341700088,11.45721922,16.9000513,0.67934572,9.587856736,46.20452939,24.75835592,9.549415444,3.749349666,15.11947443,21.08955807
46,46,43122,SAC,@,CHO,L,100.0900828,112.9683249,37.5664329,81.85659559,0.460476336,8.743071765,23.84860155,0.378373342,16.21414526,23.01626623,0.7036729,8.971930696,39.7268957,21.40813157,10.84163498,2.823844417,16.45791648,23.37230731
46,46,43119,PHO,@,DEN,W,101.4057243,111.3087588,36.79361607,85.068388,0.433214405,12.35620966,35.31895468,0.34517431,15.46228247,19.7401404,0.780112159,10.31353615,42.54408372,23.12720227,6.465847421,2.939534652,14.88833758,18.74524283
46,46,43124,HOU,@,DAL,W,110.2636786,102.1801253,39.69073406,89.92309337,0.442076683,14.72426184,41.21427999,0.360617396,16.15794862,20.70883862,0.789630653,12.11316444,44.53288016,20.8906247,10.63821392,3.966893376,12.17797946,17.45140197
46,46,43122,NOP,,CHI,W,112.076204,108.7131577,41.62465417,86.83857515,0.480790957,8.170361121,26.8008008,0.308915077,20.65653457,26.73806245,0.77680761,9.936221988,45.40693235,24.45595454,9.127569457,6.16531638,14.98886582,17.05296193
46,46,43117,SAS,@,BRK,W,101.9944716,96.97260738,38.78372177,82.76515045,0.46814453,10.47165905,24.07810764,0.432867269,13.95536896,18.47898599,0.74663808,7.888407515,41.26183549,23.05278149,8.509907258,4.478845882,13.89862782,14.93655389
46,46,43120,DAL,@,POR,L,107.322327,106.0802765,38.66563874,86.0654607,0.451522005,10.32442773,31.51107395,0.325328868,19.66662183,24.30506258,0.809462961,5.399813401,38.15003568,22.93833681,7.064799785,3.151768028,8.505311513,20.97603407
46,46,43122,MEM,,PHI,W,103.1621697,99.58405428,37.71911466,84.25549621,0.447170679,9.799292534,27.56862292,0.356090366,17.92464786,21.88909056,0.81634856,10.76017898,44.46599265,21.84318928,8.000797264,4.704880382,13.76336132,23.80620532
47,47,43126,TOR,,UTA,L,103.5060844,101.6216351,37.43658117,87.10997795,0.42991986,10.7369909,31.08206718,0.343882564,17.89593116,22.87933505,0.768130762,10.8813339,45.95640382,21.55291216,7.305837451,5.268315301,15.05509799,24.36019875
47,47,43121,BOS,,ORL,L,98.18056504,95.1382538,38.21019495,91.80776193,0.417443331,10.20311238,33.70376114,0.293621517,11.55706276,15.82886023,0.724602729,11.26834298,47.18667422,20.71075554,7.900911211,5.332762933,13.55011031,20.19060528
47,47,43129,PHI,@,MIL,L,102.5710874,105.1968701,38.06738615,81.86749287,0.466032444,8.059500378,25.5241419,0.318375373,18.37681473,22.93096384,0.791497491,10.34576729,41.59181378,22.58323055,7.404304379,3.910760557,13.10658071,19.89705244
47,47,43121,NYK,@,LAL,L,112.2170833,113.2601883,42.66392097,87.01151975,0.490514521,10.08907474,24.08011965,0.440330823,16.80016665,21.75475739,0.767722028,9.402045247,43.48057995,24.97375739,6.745984121,8.252816183,15.03390942,21.58697041
47,47,43121,BRK,@,DET,W,103.5352168,108.7772553,36.51306562,86.56365904,0.422426937,11.73627864,35.61482998,0.331521576,18.77280695,24.62870431,0.762250807,10.20055884,44.84908024,23.08066332,5.827659208,2.90582715,13.84787563,22.51506869
47,47,43122,MIA,@,HOU,L,103.3744256,100.8371626,38.2833508,82.50020803,0.464154794,10.5433434,27.95845403,0.377304245,16.26438061,21.82176475,0.736516365,7.433431801,44.73169163,26.89487298,5.788272662,6.51870548,13.45669474,21.15906977
47,47,43122,WAS,@,DAL,L,112.8501133,115.4434238,42.55019782,85.31251723,0.495663971,9.376983079,23.00785124,0.392357389,18.37273458,24.1271344,0.751920664,9.210836743,40.7956796,26.7165397,8.315276094,5.401291466,16.10353628,21.01131562
47,47,43126,CHO,,ATL,W,112.2654852,105.685379,40.91761821,88.30952634,0.462887981,10.86787455,28.18951189,0.382376091,19.56237424,26.90661059,0.735965843,10.06858075,47.62579178,21.47934808,7.336001542,6.495660984,11.97023191,15.26419116
47,47,43123,ORL,,SAC,L,107.3018393,108.8568031,40.48924236,87.42655495,0.464043651,8.826843209,27.15098169,0.318755923,17.49651134,21.39841283,0.819684462,11.229146,42.09722964,25.82393087,6.786323483,5.99583442,12.84612893,19.96306589
47,47,43124,ATL,,TOR,L,101.0194039,101.5540477,37.8589686,85.91846649,0.442478747,10.59094033,33.23257878,0.338903686,14.71052638,18.13856297,0.833248537,9.934421732,45.74484829,25.2647382,6.353571021,3.422098948,14.58532751,22.9833811
47,47,43122,POR,@,DEN,L,110.1785473,109.8880072,42.22433974,89.79131731,0.472566478,13.01570125,33.17752673,0.397261842,12.71416656,14.895439,0.866515479,10.50944914,43.11641097,20.16397997,7.196446943,5.087453965,12.35039527,20.17560585
47,47,43123,OKC,,BRK,W,106.6639301,99.57914483,40.94612331,90.52415173,0.449264503,9.711137055,29.14629711,0.328911083,15.06054637,22.5424979,0.693638802,16.20941495,51.4560592,20.84682547,8.937657286,5.132691161,14.73936507,19.70716878
47,47,43122,MIN,@,ATL,L,106.941904,107.7783173,39.15349542,82.86136986,0.471701527,10.97699806,31.53459504,0.350864261,17.65791508,23.0058109,0.774299574,9.678486276,42.96168503,19.26958875,9.157058465,5.575343194,14.24986581,20.63684956
47,47,43118,UTA,@,HOU,L,114.2844151,100.3407908,44.91562988,89.95973137,0.499779471,8.268833634,22.70175052,0.370789254,16.18432172,21.25494128,0.762749605,12.09885979,44.41634808,25.18930944,10.08282656,4.398708654,9.923069064,17.7083051
47,47,43122,DEN,,POR,W,95.21709859,102.1929833,34.86862987,83.73939889,0.414818829,7.994726871,27.40903198,0.288915865,17.48511198,22.67159643,0.777525595,13.24230371,45.800288,20.76778012,9.626155628,4.402595807,16.04849199,20.0760653
47,47,43126,CLE,,IND,W,106.0986544,116.8666627,39.6096518,85.96781698,0.460927419,8.086386914,31.12526506,0.260099388,18.79296388,24.96559421,0.747225151,9.064664791,40.60339736,23.43622522,8.1056591,4.252056103,15.20643645,18.08620815
47,47,43121,IND,@,SAS,W,101.2652642,97.83219525,40.72712814,86.82689185,0.472282303,8.733351845,23.72459326,0.366903148,11.07765606,14.51142919,0.766077908,8.777936562,43.76387255,18.91274914,6.776949116,2.971313354,10.64647396,18.82675135
47,47,43126,MIL,,BRK,W,96.7905821,103.7906898,33.51200195,78.62576647,0.427477478,7.830361177,24.62373886,0.331848457,21.93621703,27.93185985,0.794886219,8.844185356,38.05025717,18.64180816,10.01223486,3.969069314,14.68450215,22.89470034
47,47,43127,DET,,OKC,L,101.8479447,107.1144809,39.36060354,87.99781086,0.449105154,10.50604417,29.11092802,0.362759638,12.62069346,17.07205554,0.721547992,8.569344404,42.48454622,23.93166205,8.978998026,5.199183566,13.48790652,19.77574003
47,47,43122,CHI,@,NOP,L,113.8285773,111.5497663,42.54315915,91.65185036,0.466225541,14.26047445,35.36811942,0.406997648,14.48178452,17.01244678,0.835229309,8.063589168,45.06520404,25.53421109,8.577780614,3.90797988,13.03507429,18.56283672
